Id,Text,Author
890,"And, for the rest of the way home, I recited to them the various",Agatha Christie
891,Inglethorp came out of her boudoir. She looked flushed and upset.,Agatha Christie
892,"“Is there anything the matter, Aunt Emily?” asked Cynthia.",Agatha Christie
893,"dining-room, she called to her to bring some stamps into the boudoir.",Agatha Christie
894,"She went into the boudoir again, and Cynthia stared after her.",Agatha Christie
895,“Goodness gracious! I wonder what’s up?” she said to Lawrence.,Agatha Christie
896,heel and went out of the house.,Agatha Christie
897,"“Had a good walk with Dr. Bauerstein?” I asked, trying to appear as",Agatha Christie
898,"across the hall to the boudoir, the door of which she shut behind her.",Agatha Christie
899,"As I ran out to the tennis court a few moments later, I had to pass the",Agatha Christie
900,“Then show it to me.”,Agatha Christie
901,"Cynthia was waiting for me, and greeted me eagerly with:",Agatha Christie
902,Dorcas.”,Agatha Christie
903,“What kind of a row?”,Agatha Christie
904,bust-up. I do wish I knew what it was all about.”,Agatha Christie
905,Evidently something very momentous had occurred that afternoon. I tried,Agatha Christie
906,concern in the matter?,Agatha Christie
907,Mr. Inglethorp was in the drawing-room when I came down to supper. His,Agatha Christie
908,"“Do not trouble, Mary,” said Inglethorp. “I will take it to Emily.” He",Agatha Christie
909,"poured it out, and went out of the room carrying it carefully.",Agatha Christie
910,"“It’s almost too hot,” she murmured. “We shall have a thunderstorm.”",Agatha Christie
911,plastered with mud.,Agatha Christie
912,"At this juncture, Mrs. Inglethorp called to Cynthia from the hall, and",Agatha Christie
913,her hand.,Agatha Christie
914,My evening was utterly and entirely spoilt by the presence of Dr.,Agatha Christie
915,"To make this part of my story clear, I append the following plan of the",Agatha Christie
916,of fit. Unfortunately she has locked herself in.”,Agatha Christie
917,"I sprang out of bed; and, pulling on a dressing-gown, followed Lawrence",Agatha Christie
918,“What do you think we had better do?”,Agatha Christie
919,"room. It was pitch dark, but Lawrence was following with the candle,",Agatha Christie
920,sleeper—and trying to wake her.,Agatha Christie
921,"We stumbled in together, Lawrence still holding his candle. Mrs.",Agatha Christie
922,"daylight was showing through the curtains of the windows, and that the",Agatha Christie
923,"voice, her eyes fixed on the doctor:",Agatha Christie
924,"Finally he abandoned his task, shaking his head gravely. At that",Agatha Christie
925,"house as fast as he could, whilst the car went on to fetch Dr. Wilkins.",Agatha Christie
926,"“Ve—ry sad. Ve—ry sad,” murmured Dr. Wilkins. “Poor dear lady. Always",Agatha Christie
927,“Ah!” said Dr. Wilkins wisely.,Agatha Christie
928,"certain talent for deduction, and Dr. Bauerstein’s manner had started a",Agatha Christie
929,“Do you know what I think?”,Agatha Christie
930,voice to a whisper. “I believe she has been poisoned! I’m certain Dr.,Agatha Christie
931,"“_What?_” She shrank against the wall, the pupils of her eyes dilating",Agatha Christie
932,"against the bannisters, deadly pale. She waved me away impatiently.",Agatha Christie
933,John shook his head.,Agatha Christie
934,"looking important and excited, and trying to conceal an inward",Agatha Christie
935,"“Mr. Cavendish, I should like your consent to a post-mortem.”",Agatha Christie
936,under the circumstances.”,Agatha Christie
937,"daylight. “Under the circumstances, I am afraid an inquest can hardly",Agatha Christie
938,"be avoided—these formalities are necessary, but I beg that you won’t",Agatha Christie
939,"pocket, and handed them to John.",Agatha Christie
940,“Yes.”,Agatha Christie
941,“I want you to let me call him in—to investigate this matter.”,Agatha Christie
942,"“Yes, time is an advantage if—if—there has been foul play.”",Agatha Christie
943,John hesitated.,Agatha Christie
944,"accordingly, went that way. I had nearly reached the lodge, when my",Agatha Christie
945,It was Mr. Inglethorp. Where had he been? How did he intend to explain,Agatha Christie
946,“How did you hear the news?” I asked.,Agatha Christie
947,self-sacrificing—such a noble character. She over-taxed her strength.”,Agatha Christie
948,was bound.,Agatha Christie
949,"Getting no answer, I repeated my summons impatiently. A window above me",Agatha Christie
950,"was cautiously opened, and Poirot himself looked out.",Agatha Christie
951,"insignificant, whilst he himself made a careful and deliberate toilet.",Agatha Christie
952,"I told him of my awakening, of Mrs. Inglethorp’s dying words, of her",Agatha Christie
953,Poirot shook his head energetically. He was now arranging his moustache,Agatha Christie
954,significant! It is tremendous!”,Agatha Christie
955,confusion! Everything matters.”,Agatha Christie
956,“I know. You always told me that. That’s why I have gone into all the,Agatha Christie
957,paramount importance.”,Agatha Christie
958,"was carefully engaged in brushing his coat before putting it on, and",Agatha Christie
959,"she didn’t eat much. She was obviously upset, and it had taken her",Agatha Christie
960,"the spot. Excuse me, _mon ami_, you dressed in haste, and your tie is",Agatha Christie
961,"on one side. Permit me.” With a deft gesture, he rearranged it.",Agatha Christie
962,"“So beautiful, so beautiful, and yet, the poor family, plunged in",Agatha Christie
963,"death was a shock and a distress, but she would not be passionately",Agatha Christie
964,"tie. She has been kind and generous to these Cavendishes, but she was",Agatha Christie
965,"He was silent for a minute or two as we walked along, but finally he",Agatha Christie
966,coffee.”,Agatha Christie
967,“Yes?”,Agatha Christie
968,“Therefore she drank it between then and half-past eight—certainly not,Agatha Christie
969,"would be felt very soon, probably in about an hour. Yet, in Mrs.",Agatha Christie
970,"Inglethorp’s case, the symptoms do not manifest themselves until five",Agatha Christie
971,"o’clock the next morning: nine hours! But a heavy meal, taken at about",Agatha Christie
972,"circumstance, my friend. Something may arise at the autopsy to explain",Agatha Christie
973,"As we neared the house, John came out and met us. His face looked weary",Agatha Christie
974,and haggard.,Agatha Christie
975,has explained to you that we are anxious for no publicity?”,Agatha Christie
976,cigarette as he did so.,Agatha Christie
977,“Yes. I met him.”,Agatha Christie
978,cryptic saying. He handed the two keys which Dr. Bauerstein had given,Agatha Christie
979,“The rooms are locked?” asked Poirot.,Agatha Christie
980,"“Then he is very sure. Well, that simplifies matters for us.”",Agatha Christie
981,We went up together to the room of the tragedy. For convenience I,Agatha Christie
982,"Poirot locked the door on the inside, and proceeded to a minute",Agatha Christie
983,"agility of a grasshopper. I remained by the door, fearing to obliterate",Agatha Christie
984,"any clues. Poirot, however, did not seem grateful to me for my",Agatha Christie
985,I explained that I was afraid of obliterating any foot-marks.,Agatha Christie
986,“Foot-marks? But what an idea! There has already been practically an,Agatha Christie
987,"army in the room! What foot-marks are we likely to find? No, come here",Agatha Christie
988,"writing-table, engaged his attention for some time. He took out the key",Agatha Christie
989,minute particle which he carefully sealed up in a tiny envelope.,Agatha Christie
990,Here was a clue worth having. Poirot delicately dipped his finger into,Agatha Christie
991,“Cocoa—with—I think—rum in it.”,Agatha Christie
992,"“Well,” I said wearily, “I suppose someone must have stepped on it.”",Agatha Christie
993,"He rose from his knees, and walked slowly across to the mantelpiece,",Agatha Christie
994,"where he stood abstractedly fingering the ornaments, and straightening",Agatha Christie
995,them—a trick of his when he was agitated.,Agatha Christie
996,"“_Mon ami_,” he said, turning to me, “somebody stepped on that cup,",Agatha Christie
997,"grinding it to powder, and the reason they did so was either because it",Agatha Christie
998,contain strychnine!”,Agatha Christie
999,on with his investigations. He picked up the bunch of keys from the,Agatha Christie
1000,"floor, and twirling them round in his fingers finally selected one,",Agatha Christie
1001,pocket.,Agatha Christie
1002,"two, a despatch-case with a key in the lock; three, a stain on the",Agatha Christie
1003,Mrs. Inglethorp herself dropped her candle.”,Agatha Christie
1004,"To which my friend only made a rather irritating reply, urging me to",Agatha Christie
1005,"but I did not. No, the sixth point I will keep to myself for the",Agatha Christie
1006,He looked quickly round the room. “There is nothing more to be done,Agatha Christie
1007,"Deftly, on hands and knees, he began to sort the ashes from the grate",Agatha Christie
1008,gave a faint exclamation.,Agatha Christie
1009,"I quickly handed them to him, and with skill he extracted a small piece",Agatha Christie
1010,"I was puzzled. It was unusually thick, quite unlike ordinary notepaper.",Agatha Christie
1011,“Poirot!” I cried. “This is a fragment of a will!”,Agatha Christie
1012,“Exactly.”,Agatha Christie
1013,“You are not surprised?”,Agatha Christie
1014,"“No,” he said gravely, “I expected it.”",Agatha Christie
1015,Obviously. But how had anyone gained admission? All the doors had been,Agatha Christie
1016,is here.”,Agatha Christie
1017,eye.”,Agatha Christie
1018,"“Yes, but this affair is more important.”",Agatha Christie
1019,that we should know all—if we are to avenge her. Nothing can bring her,Agatha Christie
1020,"“Well, sir, I happened to be going along the hall outside yesterday——”",Agatha Christie
1021,“What time was that?”,Agatha Christie
1022,"said, I happened to be passing along, when I heard voices very loud and",Agatha Christie
1023,"“Oh, yes, sir, whose else’s could it be?”",Agatha Christie
1024,"“Yes, sir. She brought it down with her every morning, and took it up",Agatha Christie
1025,"“Oh, yes, sir.”",Agatha Christie
1026,"Dorcas was looking very curiously at him and, to tell the truth, so was",Agatha Christie
1027,Dorcas’s eyes looked as though they would pop out of her head.,Agatha Christie
1028,"“That’s it, sir, right enough. But where did you find it? I looked",Agatha Christie
1029,everywhere for it.”,Agatha Christie
1030,"“A light green, sir; a sort of chiffon, they call it.”",Agatha Christie
1031,"“No, sir—not that I know of.”",Agatha Christie
1032,"“Good, we will leave that and pass on. Have you any reason to believe",Agatha Christie
1033,“Why do you know so positively?”,Agatha Christie
1034,"“Because the box was empty. She took the last one two days ago, and she",Agatha Christie
1035,found your mistress busy writing letters. I suppose you can give me no,Agatha Christie
1036,"“Since they have been left, Dorcas, leave them a little longer, I pray",Agatha Christie
1037,"“Thank you, Dorcas, that is all I have to ask you.” He rose and",Agatha Christie
1038,strolled to the window. “I have been admiring these flower beds. How,Agatha Christie
1039,"a gentleman’s place should be. I wish you could have seen it then, sir.",Agatha Christie
1040,"A fair sight it was. But now there’s only old Manning, and young",Agatha Christie
1041,"Ah, these are dreadful times!”",Agatha Christie
1042,"“One thing at a time. As to the sleeping powders, I knew by this.” He",Agatha Christie
1043,"suddenly produced a small cardboard box, such as chemists use for",Agatha Christie
1044,“In the wash-stand drawer in Mrs. Inglethorp’s bedroom. It was Number,Agatha Christie
1045,"required. Mrs. Inglethorp.’ No, I see nothing unusual.”",Agatha Christie
1046,"“Yet the explanation is quite simple. So do not intrigue yourself, my",Agatha Christie
1047,"Annie was a fine, strapping girl, and was evidently labouring under",Agatha Christie
1048,"“I sent for you, Annie, because I thought you might be able to tell me",Agatha Christie
1049,"Mr. Wells, the lawyer, and the other two I don’t think I remember,",Agatha Christie
1050,"one, I don’t remember.”",Agatha Christie
1051,"“Think,” urged Poirot.",Agatha Christie
1052,“Who took it to her room?”,Agatha Christie
1053,“Always?”,Agatha Christie
1054,"“When I went to draw the curtains, as a rule, sir.”",Agatha Christie
1055,"to make it early, before putting the vegetables on for supper. Then I",Agatha Christie
1056,"“When I went to shut up, sir. About eight o’clock. Mrs. Inglethorp came",Agatha Christie
1057,"“Then, between seven-fifteen and eight o’clock, the cocoa was standing",Agatha Christie
1058,“What makes you think there was salt in it?” asked Poirot.,Agatha Christie
1059,"“Seeing it on the tray, sir.”",Agatha Christie
1060,"“Yes. Coarse kitchen salt, it looked. I never noticed it when I took",Agatha Christie
1061,she would have gaped if she had realized that her “coarse kitchen salt”,Agatha Christie
1062,"“Oh! Yes, sir; it always was. It had never been opened.”",Agatha Christie
1063,"“I couldn’t rightly say, sir; it was shut but I couldn’t say whether it",Agatha Christie
1064,"“When you finally left the room, did Mrs. Inglethorp bolt the door",Agatha Christie
1065,after you?”,Agatha Christie
1066,"at night. The door into the passage, that is.”",Agatha Christie
1067,and a hot iron.”,Agatha Christie
1068,“Did your mistress ever have a green dress?”,Agatha Christie
1069,"“Nor a mantle, nor a cape, nor a—how do you call it?—a sports coat?”",Agatha Christie
1070,“You are sure of that?”,Agatha Christie
1071,“Quite sure.”,Agatha Christie
1072,“_Bien!_ That is all I want to know. Thank you very much.”,Agatha Christie
1073,"With a nervous giggle, Annie took herself creakingly out of the room.",Agatha Christie
1074,"feet. “Now I have finished with this room. By the way, whose is the",Agatha Christie
1075,"Mrs. Inglethorp’s keys would open it.” He tried several, twisting and",Agatha Christie
1076,"turning them with a practiced hand, and finally uttering an ejaculation",Agatha Christie
1077,"pinch.” He slid back the roll top, and ran a rapid eye over the neatly",Agatha Christie
1078,this Mr. Inglethorp!”,Agatha Christie
1079,could be bestowed on any individual.,Agatha Christie
1080,"“There were no stamps in his desk, but there might have been, eh, _mon",Agatha Christie
1081,"me. It was rather a curious document. A plain, dirty looking old",Agatha Christie
1082,following is a facsimile of it.,Agatha Christie
1083,A wild idea flashed across me. Was it possible that Mrs. Inglethorp’s,Agatha Christie
1084,might have taken her own life?,Agatha Christie
1085,"I was about to expound these theories to Poirot, when his own words",Agatha Christie
1086,about the cocoa?”,Agatha Christie
1087,"“And, anyway,” I said, with increasing coldness, “as Mrs. Inglethorp",Agatha Christie
1088,that this obsession of his over the coffee was bound to end in a blind,Agatha Christie
1089,"alley, but I restrained my tongue. After all, though he was old, Poirot",Agatha Christie
1090,had been a great man in his day.,Agatha Christie
1091,Poirot acquiesced. I observed John. Already he was almost restored to,Agatha Christie
1092,“May I ask how things are proceeding?” he said. “Do your investigations,Agatha Christie
1093,John looked perplexed.,Agatha Christie
1094,"let it trouble you. Since you are so kind, let us go and have some",Agatha Christie
1095,were naturally not a cheerful party. The reaction after a shock is,Agatha Christie
1096,"a matter of great difficulty. There were no red eyes, no signs of",Agatha Christie
1097,man.,Agatha Christie
1098,jumped up and took her cup.,Agatha Christie
1099,John rose immediately.,Agatha Christie
1100,he explained. And in a lower voice: “He is also Coroner—you understand.,Agatha Christie
1101,Perhaps you would like to come with me?”,Agatha Christie
1102,"Mr. Wells was a pleasant man of middle-age, with keen eyes, and the",Agatha Christie
1103,private. We are still hoping that there will turn out to be no need for,Agatha Christie
1104,investigation of any kind.”,Agatha Christie
1105,"“Quite so, quite so,” said Mr. Wells soothingly. “I wish we could have",Agatha Christie
1106,"“Yes, I suppose so.”",Agatha Christie
1107,"“Clever man, Bauerstein. Great authority on toxicology, I believe.”",Agatha Christie
1108,"report. The post-mortem is to take place to-night, I believe?”",Agatha Christie
1109,"“I need not tell you, my dear Cavendish, how distressed I am at this",Agatha Christie
1110,"“Can you give us no help in solving it, monsieur?” interposed Poirot,",Agatha Christie
1111,“I?”,Agatha Christie
1112,"“Yes, we heard that Mrs. Inglethorp wrote to you last night. You should",Agatha Christie
1113,have received the letter this morning.”,Agatha Christie
1114,"“Not at all,” interpolated John.",Agatha Christie
1115,“I do not see any reason why I should not answer your question. By her,Agatha Christie
1116,"last will, dated August of last year, after various unimportant",Agatha Christie
1117,"“No, I do not think so. You see, under the terms of their father’s",Agatha Christie
1118,"up Styles. It was, to my mind, a very fair and equitable distribution.”",Agatha Christie
1119,"“I see. But I am right in saying, am I not, that by your English law",Agatha Christie
1120,that will was automatically revoked when Mrs. Inglethorp remarried?”,Agatha Christie
1121,Mr. Wells bowed his head.,Agatha Christie
1122,"“As I was about to proceed, Monsieur Poirot, that document is now null",Agatha Christie
1123,Mrs. Inglethorp herself aware of that fact?”,Agatha Christie
1124,"“She was,” said John unexpectedly. “We were discussing the matter of",Agatha Christie
1125,"“Ah! One more question, Mr. Wells. You say ‘her last will.’ Had Mrs.",Agatha Christie
1126,"“Suppose,” suggested Poirot, “that, unknown to you, she had made a new",Agatha Christie
1127,"will in favour of someone who was not, in any sense of the word, a",Agatha Christie
1128,"member of the family—we will say Miss Howard, for instance—would you be",Agatha Christie
1129,question of going through Mrs. Inglethorp’s papers.,Agatha Christie
1130,“and go up to her bedroom afterwards. She kept her most important,Agatha Christie
1131,carefully.”,Agatha Christie
1132,“There _is_ a later will.” It was Poirot who spoke.,Agatha Christie
1133,“But possibly this is an old will?”,Agatha Christie
1134,“I do not think so. In fact I am almost certain that it was made no,Agatha Christie
1135,you.”,Agatha Christie
1136,Poirot raised his hand.,Agatha Christie
1137,“Very well.” He rang the bell.,Agatha Christie
1138,Dorcas answered it in due course.,Agatha Christie
1139,Dorcas withdrew.,Agatha Christie
1140,"Manning came slowly and hesitatingly through the French window, and",Agatha Christie
1141,"stood as near it as he could. He held his cap in his hands, twisting it",Agatha Christie
1142,"“Yessir,” mumbled Manning.",Agatha Christie
1143,"“And Mrs. Inglethorp came to the window and called you, did she not?”",Agatha Christie
1144,"“Well, sir, nothing much. She just told Willum to go on his bicycle",Agatha Christie
1145,“Well?”,Agatha Christie
1146,"“Well, he did, sir.”",Agatha Christie
1147,"“We went on with the begonias, sir.”",Agatha Christie
1148,"“Yes, sir, both me and Willum, she called.”",Agatha Christie
1149,paper—under where she’d signed.”,Agatha Christie
1150,“What did she do with it afterwards?”,Agatha Christie
1151,four—not before it.”,Agatha Christie
1152,We all looked at each other.,Agatha Christie
1153,“Good heavens!” murmured John. “What an extraordinary coincidence.”,Agatha Christie
1154,"“Are you so sure it is a coincidence, Cavendish?”",Agatha Christie
1155,“What do you mean?”,Agatha Christie
1156,"“Your mother, you tell me, had a violent quarrel with—someone yesterday",Agatha Christie
1157,would have consulted me on the subject—but she had no chance. The will,Agatha Christie
1158,"“Miss Howard,” I explained.",Agatha Christie
1159,"of veils that enveloped her head. As her eyes fell on me, a sudden pang",Agatha Christie
1160,"had remained at Styles, the tragedy would have taken place, or would",Agatha Christie
1161,"“I thought not. Come along, breakfast’s not cleared away yet, and",Agatha Christie
1162,"Hastings, will you? Wells is waiting for me. Oh, here’s Monsieur",Agatha Christie
1163,died from heart seizure.”,Agatha Christie
1164,better to say as little as possible for the present. The inquest isn’t,Agatha Christie
1165,to be hanged.”,Agatha Christie
1166,That little Wilkins is about the greatest fool that even I have ever,Agatha Christie
1167,could see at once that her husband had poisoned her. I always said he’d,Agatha Christie
1168,"“What do you want me to do?” asked John, unable to help a faint smile.",Agatha Christie
1169,by the scruff of his neck.”,Agatha Christie
1170,"“Well, you might do something. Find out how he did it. He’s a crafty",Agatha Christie
1171,"Howard and Alfred Inglethorp under the same roof, and keep the peace",Agatha Christie
1172,"between them, was likely to prove a Herculean task, and I did not envy",Agatha Christie
1173,"appreciated the difficulty of the position. For the moment, he sought",Agatha Christie
1174,"refuge in retreat, and left the room precipitately.",Agatha Christie
1175,Howard.,Agatha Christie
1176,"“Hanging’s too good for him. Ought to be drawn and quartered, like in",Agatha Christie
1177,good old times.”,Agatha Christie
1178,"“We are at one then,” said Poirot, “for I, too, want to hang the",Agatha Christie
1179,criminal.”,Agatha Christie
1180,“Alfred Inglethorp?”,Agatha Christie
1181,"“Him, or another.”",Agatha Christie
1182,along. I don’t say she wasn’t surrounded by sharks—she was. But it was,Agatha Christie
1183,only her purse they were after. Her life was safe enough. But along,Agatha Christie
1184,"them—and, that way she missed love. Don’t think she ever realized it,",Agatha Christie
1185,lowered his voice confidentially:,Agatha Christie
1186,I shook my head helplessly.,Agatha Christie
1187,"“You’ve got the keys still, haven’t you, Poirot?” I asked, as we",Agatha Christie
1188,"“My mother kept most of her important papers in this despatch-case, I",Agatha Christie
1189,"“Permit me. I locked it, out of precaution, this morning.”",Agatha Christie
1190,“But it’s not locked now.”,Agatha Christie
1191,“See.” And John lifted the lid as he spoke.,Agatha Christie
1192,enough of a clue to connect the murderer with the crime. It was vital,Agatha Christie
1193,"significance appreciated. Therefore, he took the risk, the great risk,",Agatha Christie
1194,"of coming in here. Finding the case locked, he was obliged to force it,",Agatha Christie
1195,“But what was it?”,Agatha Christie
1196,forth freely—“miserable animal that I am! I guessed nothing! I have,Agatha Christie
1197,"should have carried it away with me. Ah, triple pig! And now it is",Agatha Christie
1198,must leave no stone unturned—”,Agatha Christie
1199,"Mary Cavendish was standing where the staircase branched, staring down",Agatha Christie
1200,"and turn the conversation by saying: “They haven’t met yet, have they?”",Agatha Christie
1201,She looked at me in rather a disconcerting manner.,Agatha Christie
1202,“No.” She was smiling in her quiet way. “I should like to see a good,Agatha Christie
1203,"“Oh, John!”",Agatha Christie
1204,"Something in her tone fired me, and I blurted out:",Agatha Christie
1205,"She studied me curiously for a minute or two, and then said, to my",Agatha Christie
1206,“You are loyal to your friend. I like you for that.”,Agatha Christie
1207,“I am a very bad friend.”,Agatha Christie
1208,“Why do you say that?”,Agatha Christie
1209,“Yet you seem to be invariably charming to Dr. Bauerstein!”,Agatha Christie
1210,Instantly I regretted my words. Her face stiffened. I had the,Agatha Christie
1211,I was recalled to other matters by a frightful row going on below. I,Agatha Christie
1212,diplomacy had been in vain. The little man appeared to be taking the,Agatha Christie
1213,"He looked so crestfallen and abashed that I felt quite sorry, though I",Agatha Christie
1214,still thought my rebuke a just and wise one.,Agatha Christie
1215,"“Excuse me, mademoiselle, one minute.”",Agatha Christie
1216,"A slight flush rose in her face, as she answered rather constrainedly:",Agatha Christie
1217,“No.”,Agatha Christie
1218,“Only her powders?”,Agatha Christie
1219,The flush deepened as Cynthia replied:,Agatha Christie
1220,“Can you tell me what they were? Sulphonal? Veronal?”,Agatha Christie
1221,"“No, they were bromide powders.”",Agatha Christie
1222,"once. I had often before noticed that, if anything excited him, his",Agatha Christie
1223,eyes turned green like a cat’s. They were shining like emeralds now.,Agatha Christie
1224,"“My friend,” he broke out at last, “I have a little idea, a very",Agatha Christie
1225,I shrugged my shoulders. I privately thought that Poirot was rather too,Agatha Christie
1226,"much given to these fantastic ideas. In this case, surely, the truth",Agatha Christie
1227,myself.”,Agatha Christie
1228,“Did Mr. Inglethorp know of it?”,Agatha Christie
1229,words on the envelope help you to discover that a will was made,Agatha Christie
1230,"“_Mon ami_, have you ever, when writing a letter, been arrested by the",Agatha Christie
1231,"twice on the edge of the blotting-paper, or a spare scrap of paper, to",Agatha Christie
1232,"in a sentence, thus: ‘I am possessed.’ Now, what did that tell me? It",Agatha Christie
1233,"afternoon, and, having the fragment of paper found in the grate fresh",Agatha Christie
1234,"in my mind, the possibility of a will—(a document almost certain to",Agatha Christie
1235,"confirmed by a further circumstance. In the general confusion, the",Agatha Christie
1236,both of the gardeners—for there were two sets of footprints in the,Agatha Christie
1237,"to speak to them she would in all probability have stood at the window,",Agatha Christie
1238,and they would not have come into the room at all. I was now quite,Agatha Christie
1239,gardeners in to witness her signature. Events proved that I was right,Agatha Christie
1240,erroneous.”,Agatha Christie
1241,He smiled.,Agatha Christie
1242,“You gave too much rein to your imagination. Imagination is a good,Agatha Christie
1243,observed that it had a piece of twisted wire through the handle. That,Agatha Christie
1244,his favour.”,Agatha Christie
1245,“Yes.”,Agatha Christie
1246,“‘Bad shot!’ as you English say! You have chosen the one point that to,Agatha Christie
1247,“How is that?”,Agatha Christie
1248,“Because if Mr. Inglethorp knew that his wife would be poisoned last,Agatha Christie
1249,"night, he would certainly have arranged to be away from the house. His",Agatha Christie
1250,reason of his own for his absence.”,Agatha Christie
1251,"“How should I know? Discreditable, without doubt. This Mr. Inglethorp,",Agatha Christie
1252,"I shook my head, unconvinced.",Agatha Christie
1253,show which of us is right. Now let us turn to other aspects of the,Agatha Christie
1254,were bolted on the inside?”,Agatha Christie
1255,“Well——” I considered. “One must look at it logically.”,Agatha Christie
1256,“I should put it this way. The doors _were_ bolted—our own eyes have,Agatha Christie
1257,"the destruction of the will, prove that during the night someone",Agatha Christie
1258,entered the room. You agree so far?”,Agatha Christie
1259,“Perfectly. Put with admirable clearness. Proceed.”,Agatha Christie
1260,naturally open the door to her own husband.”,Agatha Christie
1261,"“No, I do not say it is so, but it might be. Now, to turn to another",Agatha Christie
1262,"feature, what do you make of the scrap of conversation you overheard",Agatha Christie
1263,“Precisely. It was an astonishing thing for a woman of her breeding to,Agatha Christie
1264,do.”,Agatha Christie
1265,own room. He offered me one of the tiny Russian cigarettes he himself,Agatha Christie
1266,used matches most carefully in a little china pot. My momentary,Agatha Christie
1267,pleasant. It was going to be a hot day.,Agatha Christie
1268,"“_Tiens!_” he said. “It is Mr. Mace, from the chemist’s shop. He is",Agatha Christie
1269,"Motioning to me to follow him, he ran swiftly down the stairs and",Agatha Christie
1270,"“Oh, Mr. Poirot, I’m sorry for the inconvenience, but I heard that",Agatha Christie
1271,The young man moistened his dry lips. His face was working curiously.,Agatha Christie
1272,"“No, it is very momentous.”",Agatha Christie
1273,"against Alfred Inglethorp. What becomes of your theories, then?”",Agatha Christie
1274,"placidly, “_I_ should not allow it!”",Agatha Christie
1275,"I looked at the extraordinary little man, divided between annoyance and",Agatha Christie
1276,"I endeavoured to interrupt, but Poirot swept on.",Agatha Christie
1277,"Alfred Inglethorp, her husband, be arrested _now_—when a word from me",Agatha Christie
1278,"In the interval before the inquest, Poirot was unfailing in his",Agatha Christie
1279,"Wednesday evening, I walked over there by the fields, hoping to meet",Agatha Christie
1280,"the farm itself. As I walked away, I met an aged rustic, who leered at",Agatha Christie
1281,carelessly as I could.,Agatha Christie
1282,"gentleman too! Oh, thank you, sir, I’m sure.”",Agatha Christie
1283,"I walked on sharply. Evelyn Howard had been right then, and I",Agatha Christie
1284,Inglethorp’s liberality with another woman’s money. Had that piquant,Agatha Christie
1285,"was four-thirty, and not four o’clock when she had heard the voices.",Agatha Christie
1286,"But Dorcas was unshaken. Quite an hour, or even more, had elapsed",Agatha Christie
1287,"The medical evidence was next taken. There was a breathless hush, and",Agatha Christie
1288,be one of the greatest authorities of the day on the subject of,Agatha Christie
1289,that Mrs. Inglethorp had met her death as the result of strychnine,Agatha Christie
1290,grain or slightly over.,Agatha Christie
1291,placed on its sale.”,Agatha Christie
1292,“No.”,Agatha Christie
1293,"face of it, points to the drug having been taken much later in the",Agatha Christie
1294,“Mrs. Inglethorp was in the habit of drinking a cup of cocoa in the,Agatha Christie
1295,“I should say”—the doctor was continuing—“that I would have been,Agatha Christie
1296,“Why?”,Agatha Christie
1297,analyzing its contents.”,Agatha Christie
1298,"on all points. Sounded as to the possibility of suicide, he repudiated",Agatha Christie
1299,"Lawrence Cavendish was next called. His evidence was quite unimportant,",Agatha Christie
1300,being a mere repetition of that of his brother. Just as he was about to,Agatha Christie
1301,"step down, he paused, and said rather hesitatingly:",Agatha Christie
1302,“I should like to make a suggestion if I may?”,Agatha Christie
1303,"quite wrong, but it still seems to me that my mother’s death might be",Agatha Christie
1304,"The jury looked up, interested.",Agatha Christie
1305,"cumulative effect of a drug, administered for some time, has ended by",Agatha Christie
1306,"the time of her death. We are much obliged to you, Mr. Cavendish.”",Agatha Christie
1307,Dr. Wilkins was recalled and ridiculed the idea.,Agatha Christie
1308,“What Mr. Cavendish suggests is quite impossible. Any doctor would tell,Agatha Christie
1309,but it would be quite impossible for it to result in sudden death in,Agatha Christie
1310,taken an overdose?”,Agatha Christie
1311,Inglethorp always had an extra large amount of medicine made up at a,Agatha Christie
1312,“Certainly. The supposition is ridiculous.”,Agatha Christie
1313,"But Dorcas, who was the next witness called, dispelled even that",Agatha Christie
1314,"So the question of the tonic was finally abandoned, and the Coroner",Agatha Christie
1315,"subsequently roused the household, he passed to the subject of the",Agatha Christie
1316,sound of something heavy falling.,Agatha Christie
1317,day before.”,Agatha Christie
1318,“She is gaining time!”,Agatha Christie
1319,was news to him as well.,Agatha Christie
1320,you were than in the hall.”,Agatha Christie
1321,“Will you repeat to us what you overheard of the quarrel?”,Agatha Christie
1322,“I really do not remember hearing anything.”,Agatha Christie
1323,“Ah!” the Coroner leant back satisfied. “That corresponds with what,Agatha Christie
1324,felt certain that at that moment she would willingly have torn the,Agatha Christie
1325,quietly enough:,Agatha Christie
1326,"document. Manning fixed the time at about four-thirty, William was of",Agatha Christie
1327,The Coroner smiled.,Agatha Christie
1328,"the evening of the 17th. Poirot and I had, of course already seen it.",Agatha Christie
1329,July 17th,Agatha Christie
1330,& very fond of you,Agatha Christie
1331,"Then came the sensation of the day. The Coroner called Albert Mace,",Agatha Christie
1332,"but had only recently come to this particular shop, as the assistant",Agatha Christie
1333,"Every eye turned simultaneously to where Alfred Inglethorp was sitting,",Agatha Christie
1334,expression of astonishment rose on his face.,Agatha Christie
1335,“Are you in the habit of selling strychnine indiscriminately over the,Agatha Christie
1336,counter?”,Agatha Christie
1337,The wretched young man wilted visibly under the Coroner’s frown.,Agatha Christie
1338,"“Oh, no, sir—of course not. But, seeing it was Mr. Inglethorp of the",Agatha Christie
1339,from Coot’s to the local establishment.,Agatha Christie
